route_id,route_name,mode,operator,start_stop,end_stop,stops_count,stops_list,distance_km_est,total_travel_time_min,dwell_time_total_min,avg_speed_kmh_est,frequency_min,service_start,service_end,trips_per_day_est,geometry_wkt,source
R0229,SITP_COMPLEMENTARIA Monserrate — NQS,sitp_complementaria,Empresa SITP,Monserrate,NQS,20,Monserrate;Parque93;PlazaBolívar;Avenida39;Restrepo;Tunal;Acueducto;Cedritos;Salitre;Avenida19;Bosa;Marly;Suba;Engativá;Venecia;San Victorino;SanAndresito;GranEstación;Soacha;NQS,20.76,78,12,15.97,30,04:17:00,22:05:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0230,TRANSMILENIO_TRONCAL Acueducto — Suba,transmilenio_troncal,Operador B,Acueducto,Suba,11,Acueducto;Portal Sur;NQS;Teusaquillo;Kennedy;Soacha;Salitre;SanAndresito;GranEstación;Quirigua;Suba,8.46,46,7,11.03,30,04:44:00,22:47:00,36,LINESTRING(...),synthetic_generated_by_chatgpt
R0231,CABLE Venecia — Tunal,cable,Empresa SITP,Venecia,Tunal,19,Venecia;Parque93;Chía;Marsella;Usaquén;PortalNorte;LasAguas;ColinaCampestre;Modelo;Restrepo;Quirigua;Engativá;San Victorino;La Candelaria;CiudadBolívar;Kennedy;Fontibón;Centro;Tunal,13.46,61,16,13.24,12,05:51:00,22:56:00,85,LINESTRING(...),synthetic_generated_by_chatgpt
R0232,TRANSMILENIO_TRONCAL Kennedy — Museo,transmilenio_troncal,Operador A,Kennedy,Museo,5,Kennedy;Avenida19;Portal Sur;Usme;Museo,5.31,13,4,24.53,20,06:06:00,22:09:00,48,LINESTRING(...),synthetic_generated_by_chatgpt
R0233,CABLE Parque93 — La Candelaria,cable,Empresa SITP,Parque93,La Candelaria,17,Parque93;Usme;ZonaFranc;Centro;NQS;Engativá;Venecia;Cedritos;Usaquén;Marsella;GranEstación;Soacha;Calle80;PlazaBolívar;Galerías;Museo;La Candelaria,14.96,49,10,18.32,15,06:01:00,21:04:00,60,LINESTRING(...),synthetic_generated_by_chatgpt
R0234,CABLE Chapinero — Engativá,cable,Empresa SITP,Chapinero,Engativá,16,Chapinero;NQS;Cedritos;Modelo;Parque93;Monserrate;Portal Sur;GranEstación;Marly;SimónBolívar;Salitre;Calle80;Kennedy;El Tintal;Centro;Engativá,16.41,56,13,17.58,12,06:39:00,23:00:00,81,LINESTRING(...),synthetic_generated_by_chatgpt
R0235,SITP_URBAN Av.Calle26 — ColinaCampestre,sitp_urban,Operador B,Av.Calle26,ColinaCampestre,14,Av.Calle26;Galerías;Restrepo;Suba;Acueducto;Cedritos;Centro;LasAguas;PortalNorte;Museo;La Castellana;PlazaBolívar;Monserrate;ColinaCampestre,13.77,59,10,14.0,15,04:25:00,20:13:00,63,LINESTRING(...),synthetic_generated_by_chatgpt
R0236,TRANSMILENIO_TRONCAL Usaquén — Bosa,transmilenio_troncal,Operador A,Usaquén,Bosa,11,Usaquén;PortalNorte;Avenida19;Restrepo;LasAguas;Marsella;Av.Calle26;La Castellana;Avenida39;Centro;Bosa,9.36,39,4,14.4,7,06:58:00,21:39:00,125,LINESTRING(...),synthetic_generated_by_chatgpt
R0237,ALIMENTADOR Centro — Portal Sur,alimentador,Operador B,Centro,Portal Sur,16,Centro;Monserrate;Quirigua;Usme;El Tintal;Tunal;Usaquén;Soacha;PortalNorte;San Victorino;Salitre;Parque93;Suba;Marsella;Calle80;Portal Sur,16.99,57,10,17.88,7,06:05:00,22:55:00,144,LINESTRING(...),synthetic_generated_by_chatgpt
R0238,ALIMENTADOR Restrepo — GranEstación,alimentador,Transmilenio S.A.,Restrepo,GranEstación,16,Restrepo;Usme;Chapinero;Acueducto;Venecia;Soacha;El Tintal;Modelo;Suba;Alquería;San Victorino;LasAguas;SimónBolívar;Kennedy;Quirigua;GranEstación,13.27,40,5,19.9,5,05:08:00,23:40:00,222,LINESTRING(...),synthetic_generated_by_chatgpt
R0239,CABLE Modelo — Monserrate,cable,Empresa SITP,Modelo,Monserrate,13,Modelo;Suba;SimónBolívar;Marsella;Portal Sur;Centro;Restrepo;La Candelaria;ColinaCampestre;Usaquén;Parque93;Museo;Monserrate,11.06,39,5,17.02,5,06:25:00,22:15:00,190,LINESTRING(...),synthetic_generated_by_chatgpt
R0240,CABLE Centro — Salitre,cable,Operador A,Centro,Salitre,13,Centro;Monserrate;Teusaquillo;Cedritos;Marly;Suba;Engativá;PortalNorte;Alquería;ZonaFranc;Calle80;Restrepo;Salitre,14.26,51,9,16.78,7,05:09:00,22:45:00,150,LINESTRING(...),synthetic_generated_by_chatgpt
R0241,SITP_COMPLEMENTARIA ZonaFranc — Galerías,sitp_complementaria,Operador B,ZonaFranc,Galerías,14,ZonaFranc;Fontibón;Usaquén;Marsella;Cedritos;ColinaCampestre;Restrepo;Venecia;PlazaBolívar;Monserrate;Chía;Soacha;La Candelaria;Galerías,13.3,51,10,15.65,15,04:05:00,22:01:00,71,LINESTRING(...),synthetic_generated_by_chatgpt
R0242,SITP_URBAN Teusaquillo — Suba,sitp_urban,Transmilenio S.A.,Teusaquillo,Suba,13,Teusaquillo;Calle80;Avenida39;Cedritos;Chía;Quirigua;Usme;Usaquén;El Tintal;GranEstación;SanAndresito;Galerías;Suba,14.21,61,12,13.98,30,04:12:00,21:35:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0243,TRANSMILENIO_TRONCAL Alquería — La Castellana,transmilenio_troncal,Empresa SITP,Alquería,La Castellana,9,Alquería;Monserrate;Kennedy;Tunal;ZonaFranc;Acueducto;Avenida39;Usme;La Castellana,6.86,28,6,14.7,5,06:39:00,23:39:00,204,LINESTRING(...),synthetic_generated_by_chatgpt
R0244,ALIMENTADOR Parque93 — Engativá,alimentador,Operador A,Parque93,Engativá,20,Parque93;Modelo;ZonaFranc;Kennedy;PortalNorte;Portal Sur;Galerías;Chapinero;Museo;Chía;Usme;La Castellana;Bosa;Quirigua;Marsella;Avenida19;Avenida39;Monserrate;Cedritos;Engativá,19.12,64,12,17.92,15,04:59:00,23:02:00,72,LINESTRING(...),synthetic_generated_by_chatgpt
R0245,SITP_URBAN Avenida19 — Calle80,sitp_urban,Operador A,Avenida19,Calle80,11,Avenida19;SimónBolívar;Chapinero;La Castellana;Suba;Cedritos;ZonaFranc;Parque93;Marsella;El Tintal;Calle80,8.11,32,7,15.21,10,04:00:00,23:31:00,117,LINESTRING(...),synthetic_generated_by_chatgpt
R0246,TRANSMILENIO_TRONCAL ColinaCampestre — LasAguas,transmilenio_troncal,Operador B,ColinaCampestre,LasAguas,18,ColinaCampestre;Bosa;GranEstación;Kennedy;Teusaquillo;ZonaFranc;Avenida39;Galerías;Portal Sur;Chapinero;San Victorino;Monserrate;Usaquén;Restrepo;Modelo;NQS;Venecia;LasAguas,21.32,75,13,17.06,20,04:03:00,20:54:00,50,LINESTRING(...),synthetic_generated_by_chatgpt
R0247,TRANSMILENIO_TRONCAL Tunal — Museo,transmilenio_troncal,Consorcio Zonal,Tunal,Museo,12,Tunal;Modelo;Galerías;Marly;Engativá;SimónBolívar;ZonaFranc;Avenida19;Quirigua;Portal Sur;Chapinero;Museo,8.82,35,11,15.12,7,05:10:00,20:51:00,134,LINESTRING(...),synthetic_generated_by_chatgpt
R0248,CABLE Bosa — Quirigua,cable,Consorcio Zonal,Bosa,Quirigua,7,Bosa;Chapinero;Kennedy;Acueducto;Chía;Marsella;Quirigua,6.41,26,5,14.79,15,06:47:00,22:09:00,61,LINESTRING(...),synthetic_generated_by_chatgpt
R0249,SITP_COMPLEMENTARIA GranEstación — Av.Calle26,sitp_complementaria,Operador A,GranEstación,Av.Calle26,16,GranEstación;San Victorino;PlazaBolívar;Salitre;SanAndresito;LasAguas;Usme;Marsella;Monserrate;Galerías;Portal Sur;Tunal;Centro;Soacha;Bosa;Av.Calle26,13.25,42,11,18.93,30,05:22:00,21:52:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0250,ALIMENTADOR Alquería — ColinaCampestre,alimentador,Operador A,Alquería,ColinaCampestre,12,Alquería;Acueducto;Kennedy;Portal Sur;PlazaBolívar;SimónBolívar;Marly;Chía;Marsella;Modelo;Galerías;ColinaCampestre,13.13,50,4,15.76,30,05:06:00,20:54:00,31,LINESTRING(...),synthetic_generated_by_chatgpt
R0251,TRANSMILENIO_TRONCAL Centro — Teusaquillo,transmilenio_troncal,Operador A,Centro,Teusaquillo,9,Centro;Suba;Kennedy;Chía;CiudadBolívar;Venecia;Marly;Tunal;Teusaquillo,6.86,33,6,12.47,20,05:38:00,23:39:00,54,LINESTRING(...),synthetic_generated_by_chatgpt
R0252,ALIMENTADOR Monserrate — Quirigua,alimentador,Operador B,Monserrate,Quirigua,5,Monserrate;El Tintal;Parque93;Chía;Quirigua,5.28,22,4,14.41,30,06:27:00,23:06:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0253,CABLE Museo — Kennedy,cable,Empresa SITP,Museo,Kennedy,11,Museo;Alquería;Bosa;La Castellana;Quirigua;Acueducto;Chapinero;Tunal;CiudadBolívar;San Victorino;Kennedy,10.39,41,9,15.2,5,06:49:00,20:31:00,164,LINESTRING(...),synthetic_generated_by_chatgpt
R0254,TRANSMILENIO_TRONCAL Soacha — Chapinero,transmilenio_troncal,Transmilenio S.A.,Soacha,Chapinero,15,Soacha;Quirigua;PlazaBolívar;Avenida39;SimónBolívar;Chía;NQS;Suba;LasAguas;Calle80;Alquería;Modelo;Restrepo;Museo;Chapinero,14.29,49,7,17.5,10,06:28:00,22:36:00,96,LINESTRING(...),synthetic_generated_by_chatgpt
R0255,SITP_URBAN Chía — NQS,sitp_urban,Operador B,Chía,NQS,17,Chía;Bosa;San Victorino;Soacha;Chapinero;Kennedy;Portal Sur;El Tintal;Museo;Parque93;PlazaBolívar;Av.Calle26;Galerías;Salitre;La Castellana;Usaquén;NQS,19.92,75,8,15.94,10,05:40:00,21:49:00,96,LINESTRING(...),synthetic_generated_by_chatgpt
R0256,CABLE Monserrate — ZonaFranc,cable,Empresa SITP,Monserrate,ZonaFranc,20,Monserrate;Bosa;Parque93;Kennedy;La Castellana;Salitre;Usaquén;PortalNorte;GranEstación;SimónBolívar;La Candelaria;Chapinero;Alquería;Calle80;Museo;SanAndresito;Cedritos;Quirigua;El Tintal;ZonaFranc,17.19,55,6,18.75,30,06:14:00,23:29:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0257,SITP_COMPLEMENTARIA Chía — SimónBolívar,sitp_complementaria,Empresa SITP,Chía,SimónBolívar,5,Chía;Quirigua;Usme;Alquería;SimónBolívar,4.56,9,2,30.37,5,06:59:00,22:15:00,183,LINESTRING(...),synthetic_generated_by_chatgpt
R0258,SITP_URBAN Usme — CiudadBolívar,sitp_urban,Operador B,Usme,CiudadBolívar,8,Usme;Chía;Marly;San Victorino;Avenida19;Avenida39;Soacha;CiudadBolívar,6.84,17,2,24.15,12,05:38:00,21:45:00,80,LINESTRING(...),synthetic_generated_by_chatgpt
R0259,SITP_COMPLEMENTARIA San Victorino — PlazaBolívar,sitp_complementaria,Empresa SITP,San Victorino,PlazaBolívar,11,San Victorino;Quirigua;Chapinero;Bosa;Centro;Galerías;SimónBolívar;ZonaFranc;Avenida19;La Candelaria;PlazaBolívar,10.13,34,8,17.88,20,04:54:00,23:45:00,56,LINESTRING(...),synthetic_generated_by_chatgpt
R0260,CABLE Avenida19 — Engativá,cable,Transmilenio S.A.,Avenida19,Engativá,16,Avenida19;Teusaquillo;SanAndresito;PlazaBolívar;Calle80;Museo;Monserrate;El Tintal;GranEstación;Marsella;NQS;SimónBolívar;Fontibón;La Castellana;La Candelaria;Engativá,16.1,63,12,15.34,7,05:16:00,21:49:00,141,LINESTRING(...),synthetic_generated_by_chatgpt
R0261,ALIMENTADOR Usme — GranEstación,alimentador,Operador B,Usme,GranEstación,5,Usme;Av.Calle26;Museo;Parque93;GranEstación,5.9,28,4,12.65,30,05:31:00,22:58:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0262,TRANSMILENIO_TRONCAL Parque93 — Galerías,transmilenio_troncal,Operador B,Parque93,Galerías,8,Parque93;Engativá;Restrepo;Alquería;Venecia;Soacha;Av.Calle26;Galerías,7.89,39,7,12.15,12,04:45:00,22:58:00,91,LINESTRING(...),synthetic_generated_by_chatgpt
R0263,TRANSMILENIO_TRONCAL Fontibón — Portal Sur,transmilenio_troncal,Consorcio Zonal,Fontibón,Portal Sur,12,Fontibón;Centro;PlazaBolívar;Alquería;Parque93;Cedritos;Venecia;San Victorino;Teusaquillo;PortalNorte;Museo;Portal Sur,11.2,37,4,18.17,5,06:55:00,20:53:00,167,LINESTRING(...),synthetic_generated_by_chatgpt
R0264,ALIMENTADOR Marsella — GranEstación,alimentador,Empresa SITP,Marsella,GranEstación,13,Marsella;Museo;Centro;SimónBolívar;Chía;Av.Calle26;Alquería;La Castellana;La Candelaria;SanAndresito;Fontibón;Monserrate;GranEstación,9.96,38,6,15.73,30,05:16:00,22:00:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0265,SITP_URBAN Galerías — San Victorino,sitp_urban,Transmilenio S.A.,Galerías,San Victorino,18,Galerías;Avenida19;GranEstación;Salitre;Usme;LasAguas;Calle80;Chía;Usaquén;La Candelaria;ColinaCampestre;Restrepo;SimónBolívar;Marly;CiudadBolívar;Parque93;Portal Sur;San Victorino,21.0,68,11,18.53,10,04:52:00,22:38:00,106,LINESTRING(...),synthetic_generated_by_chatgpt
R0266,TRANSMILENIO_TRONCAL Alquería — Av.Calle26,transmilenio_troncal,Consorcio Zonal,Alquería,Av.Calle26,5,Alquería;La Candelaria;Soacha;Engativá;Av.Calle26,4.13,15,3,16.53,20,05:30:00,20:32:00,45,LINESTRING(...),synthetic_generated_by_chatgpt
R0267,ALIMENTADOR La Candelaria — Teusaquillo,alimentador,Operador A,La Candelaria,Teusaquillo,16,La Candelaria;GranEstación;Salitre;Kennedy;PlazaBolívar;NQS;Calle80;Fontibón;LasAguas;Soacha;Avenida19;Cedritos;SimónBolívar;Restrepo;Marsella;Teusaquillo,16.86,59,14,17.14,12,04:10:00,23:08:00,94,LINESTRING(...),synthetic_generated_by_chatgpt
R0268,SITP_COMPLEMENTARIA Centro — SanAndresito,sitp_complementaria,Empresa SITP,Centro,SanAndresito,8,Centro;Calle80;San Victorino;Chía;Marly;Avenida39;Quirigua;SanAndresito,7.76,33,6,14.11,5,04:59:00,23:17:00,219,LINESTRING(...),synthetic_generated_by_chatgpt
R0269,TRANSMILENIO_TRONCAL Chapinero — Avenida39,transmilenio_troncal,Operador B,Chapinero,Avenida39,8,Chapinero;La Castellana;Galerías;LasAguas;CiudadBolívar;Usaquén;Chía;Avenida39,7.12,21,3,20.35,15,05:05:00,21:34:00,65,LINESTRING(...),synthetic_generated_by_chatgpt
R0270,ALIMENTADOR Galerías — CiudadBolívar,alimentador,Operador A,Galerías,CiudadBolívar,19,Galerías;Engativá;Av.Calle26;San Victorino;LasAguas;Avenida39;SanAndresito;Usaquén;Centro;Venecia;Chía;Restrepo;PlazaBolívar;GranEstación;Suba;ColinaCampestre;Usme;Soacha;CiudadBolívar,21.99,86,14,15.34,7,06:52:00,22:29:00,133,LINESTRING(...),synthetic_generated_by_chatgpt
R0271,ALIMENTADOR Portal Sur — PortalNorte,alimentador,Operador A,Portal Sur,PortalNorte,15,Portal Sur;Soacha;Restrepo;Usme;Engativá;Alquería;Calle80;LasAguas;GranEstación;Chapinero;Av.Calle26;Parque93;Avenida39;Suba;PortalNorte,12.11,34,4,21.36,10,04:16:00,20:05:00,94,LINESTRING(...),synthetic_generated_by_chatgpt
R0272,TRANSMILENIO_TRONCAL ZonaFranc — Fontibón,transmilenio_troncal,Transmilenio S.A.,ZonaFranc,Fontibón,12,ZonaFranc;La Candelaria;Marly;Cedritos;PortalNorte;Suba;Usme;El Tintal;Chía;Restrepo;Teusaquillo;Fontibón,9.14,31,4,17.7,10,04:02:00,23:23:00,116,LINESTRING(...),synthetic_generated_by_chatgpt
R0273,SITP_URBAN PlazaBolívar — ZonaFranc,sitp_urban,Consorcio Zonal,PlazaBolívar,ZonaFranc,5,PlazaBolívar;La Candelaria;Marsella;GranEstación;ZonaFranc,4.11,9,2,27.37,20,05:49:00,22:11:00,49,LINESTRING(...),synthetic_generated_by_chatgpt
R0274,CABLE Marsella — Marly,cable,Consorcio Zonal,Marsella,Marly,11,Marsella;ZonaFranc;Kennedy;Chía;Usaquén;Avenida19;Teusaquillo;Quirigua;Fontibón;PlazaBolívar;Marly,13.17,42,5,18.82,12,06:41:00,23:57:00,86,LINESTRING(...),synthetic_generated_by_chatgpt
R0275,CABLE El Tintal — Teusaquillo,cable,Transmilenio S.A.,El Tintal,Teusaquillo,13,El Tintal;San Victorino;Kennedy;SimónBolívar;La Castellana;Centro;ColinaCampestre;Marsella;LasAguas;Cedritos;NQS;Chía;Teusaquillo,10.99,37,10,17.82,5,05:15:00,21:36:00,196,LINESTRING(...),synthetic_generated_by_chatgpt
R0276,SITP_COMPLEMENTARIA El Tintal — Marly,sitp_complementaria,Consorcio Zonal,El Tintal,Marly,11,El Tintal;Calle80;Bosa;Salitre;Avenida19;Quirigua;Acueducto;Venecia;Usme;Fontibón;Marly,8.38,34,10,14.8,30,04:25:00,22:12:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0277,CABLE Quirigua — GranEstación,cable,Consorcio Zonal,Quirigua,GranEstación,9,Quirigua;Kennedy;Acueducto;Portal Sur;La Castellana;Av.Calle26;Bosa;LasAguas;GranEstación,9.97,27,3,22.14,20,04:45:00,20:01:00,45,LINESTRING(...),synthetic_generated_by_chatgpt
R0278,SITP_COMPLEMENTARIA La Candelaria — NQS,sitp_complementaria,Empresa SITP,La Candelaria,NQS,15,La Candelaria;San Victorino;Calle80;Quirigua;LasAguas;Kennedy;Bosa;GranEstación;Salitre;Cedritos;Teusaquillo;Museo;Restrepo;Chía;NQS,12.08,51,13,14.21,12,04:18:00,22:16:00,89,LINESTRING(...),synthetic_generated_by_chatgpt
R0279,SITP_COMPLEMENTARIA Chapinero — Soacha,sitp_complementaria,Consorcio Zonal,Chapinero,Soacha,19,Chapinero;Salitre;Alquería;Av.Calle26;SanAndresito;La Castellana;Monserrate;La Candelaria;GranEstación;ColinaCampestre;NQS;Cedritos;Suba;Quirigua;Galerías;PortalNorte;Tunal;Teusaquillo;Soacha,21.47,75,12,17.18,7,06:48:00,20:00:00,113,LINESTRING(...),synthetic_generated_by_chatgpt
R0280,SITP_URBAN Cedritos — ZonaFranc,sitp_urban,Operador B,Cedritos,ZonaFranc,12,Cedritos;Acueducto;Av.Calle26;Portal Sur;CiudadBolívar;NQS;PortalNorte;Marsella;Modelo;Usme;Monserrate;ZonaFranc,11.01,51,9,12.95,12,06:23:00,23:28:00,85,LINESTRING(...),synthetic_generated_by_chatgpt
R0281,TRANSMILENIO_TRONCAL ZonaFranc — Usme,transmilenio_troncal,Transmilenio S.A.,ZonaFranc,Usme,15,ZonaFranc;LasAguas;Calle80;CiudadBolívar;Av.Calle26;Fontibón;Portal Sur;El Tintal;Chía;Marly;Soacha;Centro;Galerías;Bosa;Usme,17.69,59,7,17.99,7,04:00:00,22:34:00,159,LINESTRING(...),synthetic_generated_by_chatgpt
R0282,SITP_URBAN La Castellana — PortalNorte,sitp_urban,Empresa SITP,La Castellana,PortalNorte,6,La Castellana;Galerías;Teusaquillo;NQS;Avenida39;PortalNorte,5.65,15,4,22.61,12,05:11:00,23:24:00,91,LINESTRING(...),synthetic_generated_by_chatgpt
R0283,CABLE SimónBolívar — Galerías,cable,Operador B,SimónBolívar,Galerías,15,SimónBolívar;Avenida39;Marly;NQS;Centro;Tunal;PlazaBolívar;El Tintal;Acueducto;Alquería;La Candelaria;Modelo;Cedritos;Venecia;Galerías,16.45,61,12,16.18,10,06:09:00,23:13:00,102,LINESTRING(...),synthetic_generated_by_chatgpt
R0284,TRANSMILENIO_TRONCAL Quirigua — Centro,transmilenio_troncal,Consorcio Zonal,Quirigua,Centro,20,Quirigua;Monserrate;Marly;GranEstación;La Candelaria;NQS;PlazaBolívar;Kennedy;El Tintal;SanAndresito;Suba;LasAguas;ZonaFranc;La Castellana;CiudadBolívar;Alquería;Calle80;Usaquén;Restrepo;Centro,16.07,59,10,16.35,7,05:11:00,21:43:00,141,LINESTRING(...),synthetic_generated_by_chatgpt
R0285,CABLE Tunal — Marly,cable,Empresa SITP,Tunal,Marly,8,Tunal;LasAguas;Museo;Fontibón;Alquería;ZonaFranc;Portal Sur;Marly,7.64,32,7,14.33,20,04:34:00,22:28:00,53,LINESTRING(...),synthetic_generated_by_chatgpt
R0286,SITP_COMPLEMENTARIA GranEstación — Teusaquillo,sitp_complementaria,Operador B,GranEstación,Teusaquillo,12,GranEstación;Venecia;Chía;SanAndresito;Avenida19;Marly;Fontibón;Museo;Kennedy;ColinaCampestre;PortalNorte;Teusaquillo,11.19,40,3,16.78,15,04:58:00,21:46:00,67,LINESTRING(...),synthetic_generated_by_chatgpt
R0287,TRANSMILENIO_TRONCAL ColinaCampestre — PortalNorte,transmilenio_troncal,Empresa SITP,ColinaCampestre,PortalNorte,13,ColinaCampestre;Marly;Parque93;Calle80;CiudadBolívar;Venecia;Centro;Quirigua;Marsella;San Victorino;Modelo;ZonaFranc;PortalNorte,10.02,52,8,11.57,15,04:17:00,20:35:00,65,LINESTRING(...),synthetic_generated_by_chatgpt
R0288,SITP_URBAN Restrepo — Monserrate,sitp_urban,Consorcio Zonal,Restrepo,Monserrate,5,Restrepo;Usme;PlazaBolívar;Venecia;Monserrate,3.84,7,1,32.92,7,05:35:00,23:37:00,154,LINESTRING(...),synthetic_generated_by_chatgpt
R0289,CABLE Chapinero — Bosa,cable,Empresa SITP,Chapinero,Bosa,20,Chapinero;PlazaBolívar;Museo;Usme;ZonaFranc;Acueducto;Usaquén;NQS;SanAndresito;Engativá;Marly;El Tintal;La Castellana;Kennedy;Chía;Fontibón;Av.Calle26;Galerías;Quirigua;Bosa,14.32,54,12,15.91,10,05:42:00,20:06:00,86,LINESTRING(...),synthetic_generated_by_chatgpt
R0290,ALIMENTADOR Chapinero — ColinaCampestre,alimentador,Operador A,Chapinero,ColinaCampestre,20,Chapinero;ZonaFranc;Calle80;GranEstación;Kennedy;Avenida19;Museo;Avenida39;Soacha;Engativá;Parque93;Restrepo;Av.Calle26;Galerías;Acueducto;Portal Sur;NQS;LasAguas;Salitre;ColinaCampestre,20.88,75,17,16.7,20,04:16:00,23:29:00,57,LINESTRING(...),synthetic_generated_by_chatgpt
R0291,SITP_URBAN Usaquén — Restrepo,sitp_urban,Consorcio Zonal,Usaquén,Restrepo,18,Usaquén;Galerías;Avenida39;Venecia;La Castellana;Acueducto;Suba;ColinaCampestre;PortalNorte;Calle80;La Candelaria;Quirigua;Modelo;Centro;PlazaBolívar;GranEstación;Kennedy;Restrepo,17.56,68,7,15.49,10,06:41:00,20:54:00,85,LINESTRING(...),synthetic_generated_by_chatgpt
R0292,TRANSMILENIO_TRONCAL El Tintal — Acueducto,transmilenio_troncal,Consorcio Zonal,El Tintal,Acueducto,7,El Tintal;Suba;San Victorino;Portal Sur;Restrepo;Usme;Acueducto,4.9,15,4,19.61,30,04:48:00,21:41:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0293,SITP_URBAN San Victorino — Fontibón,sitp_urban,Empresa SITP,San Victorino,Fontibón,8,San Victorino;El Tintal;Soacha;Galerías;Museo;Modelo;Restrepo;Fontibón,8.31,30,3,16.63,30,04:12:00,22:40:00,36,LINESTRING(...),synthetic_generated_by_chatgpt
R0294,ALIMENTADOR Avenida39 — Alquería,alimentador,Operador A,Avenida39,Alquería,16,Avenida39;SanAndresito;Restrepo;Calle80;Quirigua;Usme;Centro;Modelo;Fontibón;Av.Calle26;ColinaCampestre;ZonaFranc;Chapinero;Salitre;San Victorino;Alquería,12.76,39,5,19.63,5,06:11:00,21:45:00,186,LINESTRING(...),synthetic_generated_by_chatgpt
R0295,CABLE Parque93 — ZonaFranc,cable,Operador A,Parque93,ZonaFranc,20,Parque93;ColinaCampestre;Usaquén;Chapinero;La Candelaria;LasAguas;Monserrate;La Castellana;Engativá;Calle80;Portal Sur;Salitre;Tunal;Bosa;Restrepo;Modelo;Soacha;Avenida39;NQS;ZonaFranc,17.85,53,6,20.2,30,05:02:00,21:12:00,32,LINESTRING(...),synthetic_generated_by_chatgpt
R0296,TRANSMILENIO_TRONCAL La Castellana — Centro,transmilenio_troncal,Consorcio Zonal,La Castellana,Centro,7,La Castellana;NQS;Teusaquillo;Avenida39;Usaquén;Cedritos;Centro,6.27,23,2,16.35,30,06:33:00,23:41:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0297,SITP_COMPLEMENTARIA PlazaBolívar — Restrepo,sitp_complementaria,Operador A,PlazaBolívar,Restrepo,10,PlazaBolívar;La Candelaria;Soacha;Venecia;Calle80;Acueducto;El Tintal;Quirigua;Av.Calle26;Restrepo,11.33,45,8,15.11,20,05:30:00,22:18:00,50,LINESTRING(...),synthetic_generated_by_chatgpt
R0298,SITP_URBAN La Candelaria — Calle80,sitp_urban,Empresa SITP,La Candelaria,Calle80,18,La Candelaria;Salitre;Quirigua;Restrepo;Marsella;Fontibón;Av.Calle26;Acueducto;NQS;Portal Sur;Kennedy;Engativá;Centro;Modelo;Museo;SanAndresito;Parque93;Calle80,17.97,54,9,19.97,20,05:05:00,23:45:00,56,LINESTRING(...),synthetic_generated_by_chatgpt
R0299,SITP_COMPLEMENTARIA ZonaFranc — Fontibón,sitp_complementaria,Operador B,ZonaFranc,Fontibón,5,ZonaFranc;Av.Calle26;Avenida19;Bosa;Fontibón,5.58,30,1,11.16,15,05:18:00,20:34:00,61,LINESTRING(...),synthetic_generated_by_chatgpt
R0300,SITP_COMPLEMENTARIA Soacha — Suba,sitp_complementaria,Transmilenio S.A.,Soacha,Suba,6,Soacha;Engativá;Tunal;Galerías;Teusaquillo;Suba,5.38,19,3,16.99,7,04:36:00,23:09:00,159,LINESTRING(...),synthetic_generated_by_chatgpt
R0301,TRANSMILENIO_TRONCAL Venecia — Modelo,transmilenio_troncal,Operador A,Venecia,Modelo,9,Venecia;Acueducto;Salitre;Engativá;Chía;NQS;Usaquén;La Castellana;Modelo,7.68,28,8,16.46,10,05:05:00,21:24:00,97,LINESTRING(...),synthetic_generated_by_chatgpt
R0302,TRANSMILENIO_TRONCAL Chapinero — CiudadBolívar,transmilenio_troncal,Empresa SITP,Chapinero,CiudadBolívar,10,Chapinero;Modelo;GranEstación;Soacha;PlazaBolívar;Acueducto;PortalNorte;El Tintal;ZonaFranc;CiudadBolívar,9.44,34,8,16.66,5,05:29:00,21:43:00,194,LINESTRING(...),synthetic_generated_by_chatgpt
R0303,TRANSMILENIO_TRONCAL Alquería — Tunal,transmilenio_troncal,Empresa SITP,Alquería,Tunal,6,Alquería;Kennedy;Marly;Marsella;Acueducto;Tunal,6.57,19,3,20.76,10,06:41:00,22:36:00,95,LINESTRING(...),synthetic_generated_by_chatgpt
R0304,TRANSMILENIO_TRONCAL PlazaBolívar — Alquería,transmilenio_troncal,Operador A,PlazaBolívar,Alquería,19,PlazaBolívar;Museo;Salitre;Soacha;Teusaquillo;ZonaFranc;Chapinero;Usme;GranEstación;SimónBolívar;Centro;Chía;Modelo;SanAndresito;Restrepo;El Tintal;Tunal;Venecia;Alquería,20.37,68,9,17.98,20,07:00:00,20:49:00,41,LINESTRING(...),synthetic_generated_by_chatgpt
